YearMonth,Booking_Shipper,BKG_Shipper_Code,POL_Sales,POL,CTR,POD,DLY,TEU,等級
2025-05,"SUZUKA MOKUZAI CO., LTD",SKMJ15,JPLOCAL,SMZ,NCN,SHA,SHA,2,C
2025-05,"SINKA GLOBAL JAPAN.,LTD",SNKG02,JPLOCAL,THS,NCN,TAO,TAO,4,C
2025-05,TOGAMI ELECTRIC MFG CO.LTD.,TGGJ01,JPLOCAL,IMI,NCN,SHA,SHA,4,C
2025-05,"TETSUMAN CO.,LTD.",TMNJ05,JPLOCAL,IMI,HK,HKG,HKG,2,C
2025-05,"TAKAMATSU SHOUN CO., LTD.",TSCJ42,JPLOCAL,TAK,KR,PUS,PUS,1,C
2025-05,"TOA TRADING CO.,LTD.",TTCJ62,JPLOCAL,IMI,VN,SGN,SGN,12,C
2025-05,UACJ TRADING CORPORATION,UACJ00,JPLOCAL,THS,KR,PUS,PUS,1,C
2025-05,"YAMASHITA KAISOUTEN CO.,LTD. SHIBUSHI BRANCH",YAKJ03,JPLOCAL,SBS,PH,MIP,MIP,2,C
2025-05,YAMAGUCHI MICA CO.LTD.,YAMA10,JPLOCAL,THS,KR,PUS,PUS,1,C
2025-05,YAO CAST TECH CORP.,YCTJ02,JPLOCAL,KMJ,KR,PUS,PUS,1,C
2025-05,"ZENKOH CO.,LTD.",ZENJ07,JPLOCAL,IMI,KR,PUS,PUS,1,C
2025-05,"ACE LOGISTICS CO.,LTD.",ALCJ07,KANAUMI,UKB,KR,PUS,PUS,2,C
2025-05,"FUKUYAMA TRANSPORTING GLOBAL CO.,LTD.",FGSJ02,KANAUMI,TYO,KR,INC,INC,1,C
2025-05,FUJINAMI WAREHOUSE,FJNJ01,KANAUMI,OSA,ID,JKT,JKT,2,C
2025-05,"FAMOUS PACIFIC SHIPPING CO., LTD.",FPSJ01,KANAUMI,KNZ,ID,JKT,JKT,4,C
2025-05,"FUKUYAMA TRANSPORTING CO.,LTD.",FTCJ28,KANAUMI,TMK,TH,LCH,LCH,2,C
2025-05,"KATERA CO., LTD.",KCLJ76,KANAUMI,YOK,TH,BKK,BKK,1,C
2025-05,"KYOEI TRANSPORT CO.,LTD.",KTCJ51,KANAUMI,MYJ,KR,PUS,PUS,5,C
2025-05,"KYOEI TRANSPORT CO.,LTD.",KTCJ51,KANAUMI,UKB,KR,INC,INC,4,C
2025-05,"KAWANISHI WAREHOUSE CO.,LTD.",KWCJ03,KANAUMI,OSA,KR,INC,INC,1,C
2025-05,MUSASHI BOEKI TSUKAN,MBTJ07,KANAUMI,MAI,PH,MIP,MIP,2,C
2025-05,"MARUZEN CHEMICALS CO., LTD.",MCCJ03,KANAUMI,OSA,KR,PUS,PUS,2,C
2025-05,"MANTATSU TRAVEL TRANSPORTATION CO.,LTD.(TYO)",MTTJ04,KANAUMI,SMZ,NCN,XGG,XGG,2,C
2025-05,"NITTO FUNKA TRADING CO.,LTD.",NFTJ01,KANAUMI,FKY,KR,INC,INC,1,C
2025-05,"OEC FREIGHT JAPAN CO., LTD.",OFJJ01,KANAUMI,YAT,NCN,XGG,XGG,2,C
2025-05,SEALS INC,SEAJ15,KANAUMI,TYO,IN,MUN,PTI,2,C
2025-05,SHINSHO CORPORATION,SSCJ92,KANAUMI,MIZ,TH,BKK,BKK,1,C
2025-05,SHINSHO CORPORATION,SSCJ92,KANAUMI,MIZ,NCN,TAO,TAO,2,C
2025-05,SHINSHO CORPORATION,SSCJ92,KANAUMI,MIZ,SG,SIN,SIN,2,C
2025-05,"TAIYO UNYU CO.,LTD. (OSA)",TAIJ18,KANAUMI,TOS,VN,HPH,HPH,2,C
2025-05,ASAHI KASEI ADVANCE CORPORATION,AKAJ07,KIMDB,HSM,KR,PUS,PUS,16,C
2025-05,CHIKKO CORP,CCXJ12,KIMDB,OSA,IN,NSA,NSA,1,C
2025-05,CHIKKO CORP,CCXJ12,KIMDB,TKY,IN,NSA,NSA,13,C
2025-05,EXNET CORPORATION,ENCJ04,KIMDB,UKB,KR,PUS,PUS,1,C
2025-05,EXNET CORPORATION,ENCJ04,KIMDB,UKB,KR,PUS,PUS,1,C
2025-05,FRP SERVICES & COMPANY (TOKYO),FSCJ31,KIMDB,ONA,KR,PUS,PUS,6,C
2025-05,"JY JAPAN CO.,LTD.",JYJJ00,KIMDB,NGO,KR,PUS,PUS,1,C
2025-05,"JY JAPAN CO.,LTD.",JYJJ00,KIMDB,UKB,KR,PUS,PUS,3,C
2025-05,"JY JAPAN CO.,LTD.",JYJJ00,KIMDB,TOS,KR,PUS,PUS,22,C
2025-05,"KAIKOH CO.,LTD",KCLJ65,KIMDB,TMK,VN,SGN,SGN,2,C
2025-05,"KAIKOH CO.,LTD",KCLJ65,KIMDB,TMK,MY,PKW,PKW,1,C
2025-05,"KOHWA SANSHOW CO., LTD.",KOHJ08,KIMDB,OIT,KR,PUS,PUS,1,C
2025-05,"KOHWA SANSHOW CO., LTD.",KOHJ08,KIMDB,OSA,KR,PUS,PUS,4,C
2025-05,"KOHWA SANSHOW CO., LTD.",KOHJ08,KIMDB,AXT,KR,PNC,PNC,1,C
2025-05,"SCHENKER-SEINO CO., LTD. (OSA)",SCHJ00,KIMDB,KNZ,NCN,SHA,SHA,4,C
2025-05,"SANKYO RUBBER CO., LTD.",SRCJ02,KIMDB,TYO,VN,SGN,SGN,1,C
2025-05,"SCHENKER-SEINO CO.,LTD",SSCJ21,KIMDB,TMK,HK,HKG,HKG,1,C
2025-05,"SCHENKER-SEINO CO.,LTD",SSCJ21,KIMDB,TMK,VN,SGN,SGN,1,C
2025-05,"SCHENKER-SEINO CO.,LTD",SSCJ21,KIMDB,HIJ,SG,SIN,SIN,2,C
2025-05,TRANS GLOBAL LOGISTICS,TGLJ01,KIMDB,SMZ,MX,ZLO,ZLO,2,C
2025-05,TAKAHASHI TRADING,TTCJ83,KIMDB,KIJ,TH,LCH,LKB,1,C
2025-05,TAKAHASHI TRADING,TTCJ83,KIMDB,SDJ,TH,LCH,LKB,1,C
2025-05,"HYOSHOKU CO.,LTD.",USSJ00,KIMDB,ISI,SG,SIN,SIN,1,C
2025-05,"HYOSHOKU CO.,LTD.",USSJ00,KIMDB,ISI,HK,HKG,HKG,1,C
2025-05,YAZAKI CORPORATION,YCXJ08,KIMDB,HIJ,ID,SUB,SUB,26,C
2025-05,AOKI TRANS CORPORATION,ATCJ12,MINATO,SMZ,KR,PUS,PUS,2,C
2025-05,AOKI TRANS CORPORATION,ATCJ12,MINATO,SMZ,NCN,TAO,TAO,1,C
2025-05,"AOYAMA TSUSHO CO.,LTD.",ATCJ50,MINATO,OSA,KR,PUS,PUS,1,C
2025-05,ATOM LOGISTICS (TOKYO),ATML00,MINATO,KIJ,MY,PKG,PKG,2,C
2025-05,"ATOM LOGISTICS CO., LTD.",ATOJ00,MINATO,TRG,KR,PUS,PUS,4,C
2025-05,"ATOM LOGISTICS CO., LTD.",ATOJ00,MINATO,ISI,KR,PUS,PUS,2,C
2025-05,BULKHAUL LIMITED,BJKJ01,MINATO,NGO,TH,BKK,BKK,1,C
2025-05,BNX SHIPPING INC,BNXJ00,MINATO,YOK,KR,PUS,PUS,3,C
2025-05,"CBC CO.,LTD.（大阪）",CBCJ11,MINATO,TAK,KR,PUS,PUS,1,C
2025-05,CN LOGISTICS (JAPAN) LIMITED,CNLJ02,MINATO,HKT,HK,HKG,HKG,2,C
2025-05,CN LOGISTICS (JAPAN) LIMITED,CNLJ02,MINATO,HKT,KR,PUS,PUS,2,C
2025-05,CN LOGISTICS (JAPAN) LIMITED,CNLJ02,MINATO,SBS,SG,SIN,SIN,1,C
2025-05,CHUGOKU SHIPPING,CSXJ01,MINATO,HIJ,TH,LCH,LCH,2,C
2025-05,"DSV AIR & SEA CO.,LTD",DASJ00,MINATO,HKT,KR,PUS,PUS,2,C
2025-05,"DSV AIR & SEA CO.,LTD",DASJ00,MINATO,TMK,NCN,DLC,DLC,1,C
2025-05,"DSV AIR & SEA CO.,LTD TOKYO",DSVJ01,MINATO,YOK,KR,PUS,PUS,3,C
2025-05,"DSV AIR & SEA CO.,LTD TOKYO",DSVJ01,MINATO,UKB,VN,SGN,SGN,2,C
2025-05,"DSV AIR & SEA CO.,LTD TOKYO",DSVJ01,MINATO,TYO,KR,PUS,PUS,1,C
2025-05,DAIDO TRANS-PLANET CORPROATION,DTCJ23,MINATO,YOK,KR,PUS,PUS,10,C
2025-05,"FREIGHT ADVISOR CO., LTD.",FAVJ01,MINATO,IYM,VN,SGN,SGN,6,C
2025-05,"FUTABA CHEMICAL CO., LTD.",FCCJ03,MINATO,SKT,KR,PUS,PUS,2,C
2025-05,FRIENDLY SHIPPING,FRNJ00,MINATO,OSA,KR,INC,INC,4,C
2025-05,FUJI TRANS CORPORATION,FTXJ01,MINATO,NGO,KR,INC,INC,1,C
2025-05,GLOBAL LOGISTICS CORPORATION,GLCJ00,MINATO,MIZ,KR,PUS,PUS,2,C
2025-05,"GLOBAL LOGISTICS TRADING CO.,LTD.",GLTJ02,MINATO,YOK,HK,HKG,HKG,2,C
2025-05,G.T.P. INC.,GTPJ01,MINATO,UKB,MX,ZLO,ZLO,2,C
2025-05,"TRUSTLINER LOGISTICS CO., LTD.",HKXJ11,MINATO,YOK,IN,MUN,LDH,5,C
2025-05,"HIGASHI NIHON KOUN CO.,LTD.",HNKJ01,MINATO,KIJ,NCN,DLC,DLC,2,C
2025-05,"HTNS JAPAN CO.,LTD.",HTNJ00,MINATO,NGS,KR,PUS,PUS,2,C
2025-05,HELLMANN WORLDWIDE LOGISTICS INC.,HWLJ00,MINATO,YOK,PH,MIP,MIP,2,C
2025-05,"I.H.M.TRADE CO.,LTD.",IHMJ02,MINATO,TMK,MY,PKG,PKG,2,C
2025-05,"IDEMITSU KOSAN CO.,LTD.(POL : TKY)",IKSJ06,MINATO,TKY,NCN,SHA,SHA,2,C
2025-05,"JAPAN EXPRESS CO., LTD.",JECJ02,MINATO,MYJ,KR,PUS,PUS,1,C
2025-05,"JAPAN EXPRESS CO., LTD.",JECJ02,MINATO,MYJ,NCN,SHA,SHA,2,C
2025-05,"JAPAN EXPRESS CO., LTD.",JECJ02,MINATO,MIZ,KR,PUS,PUS,1,C
2025-05,JFE SHOJI CORPORATION,JFEJ05,MINATO,CHB,KR,PUS,PUS,1,C
2025-05,"JAMES TRANS CO., LTD.",JTCL00,MINATO,OSA,KR,PUS,PUS,1,C
2025-05,"JAMES TRANS CO., LTD.",JTCL00,MINATO,TKY,KR,PUS,PUS,1,C
2025-05,"JAMES TRANS CO., LTD.",JTCL00,MINATO,TRG,KR,PUS,PUS,2,C
2025-05,"KAWANOE KOUWAN UNSOU CO.,LTD.",KAWJ01,MINATO,MIZ,KR,INC,INC,2,C
2025-05,"KURIN INDUSTRY CO.,LTD.",KICJ18,MINATO,MIZ,KR,INC,INC,2,C
2025-05,"KANTO LOGISTICS CO., LTD.",KNLJ69,MINATO,HKT,KR,PUS,PUS,3,C
2025-05,"KANTO LOGISTICS CO., LTD.",KNLJ69,MINATO,UKB,KR,INC,INC,4,C
2025-05,KYOEI TRANSPORT(TOKYO),KTCJ16,MINATO,YOK,HK,HKG,HKG,2,C
2025-05,KYOEI TRANSPORT(TOKYO),KTCJ16,MINATO,HKT,MY,PKG,PKG,2,C
2025-05,KUSUHARA YUSO,KYXJ03,MINATO,HTA,KR,PNC,PNC,2,C
2025-05,LOGI ALL LTD.,LALJ01,MINATO,UKB,MX,ZLO,ZLO,2,C
2025-05,"LOGI & KELU GLOBAL CO.,LTD.",LKGJ01,MINATO,TOS,MY,PKG,PKG,8,C
2025-05,MEISEI CORPORATION,MCXJ40,MINATO,NGO,IN,MUN,GHR,1,C
2025-05,MARUICHI KAIUN (TOKYO OFFICE),MICJ20,MINATO,AXT,TH,LCH,LCH,1,C
2025-05,"MARUTATSU KAIUN CO.,LTD.",MKXJ30,MINATO,TMK,NCN,DLC,DLC,1,C
2025-05,"MITSUI SOKO EXPRESS CO.,LTD.",MSEP01,MINATO,TRG,KR,PUS,PUS,2,C
2025-05,"MARINE STAR CORPORATION,OSAKA",MSTJ11,MINATO,HIJ,KR,PUS,PUS,1,C
2025-05,NCS LINE JAPAN,NCSJ05,MINATO,SDJ,KR,INC,INC,5,C
2025-05,NAIGAI FORWARDING (TOKYO),NGFJ04,MINATO,UKB,KR,INC,INC,1,C
2025-05,"NOHHI LOGISTICS CO.,LTD.",NHIJ00,MINATO,NGO,KR,PUS,PUS,1,C
2025-05,NIYAC CORPORATION,NIYJ77,MINATO,MOJ,KR,KAN,KAN,1,C
2025-05,NIYAC CORPORATION,NIYJ77,MINATO,NGO,KR,KAN,KAN,2,C
2025-05,"OKADA CARGO CO.,LTD.",OKAJ77,MINATO,TRG,NCN,XGG,XGG,8,C
2025-05,OKAMOTO BUTSURYU,OKBJ02,MINATO,SKT,KR,PUS,PUS,2,C
2025-05,"ORGANIC LIFE CO.,LTD",ORLJ01,MINATO,HTA,SCN,XMN,XMN,1,C
2025-05,P.D.JAPAN LTD.,PDJJ01,MINATO,OIT,SG,SIN,SIN,1,C
2025-05,P.D.JAPAN LTD.,PDJJ01,MINATO,OIT,SCN,HUA,HUA,4,C
2025-05,"R AND F CO.,LTD.",RAFJ01,MINATO,MOJ,KR,PUS,PUS,12,C
2025-05,"RUNI FUKUI LOGISTICS CO.,LTD",RUNJ00,MINATO,TRG,MY,PKG,PKG,4,C
2025-05,"SBS GLOBAL NETWORK CO., LTD.",SBSJ08,MINATO,HKT,KR,PUS,PUS,1,C
2025-05,SANWA FOWARDING,SFBJ04,MINATO,NGO,MX,ZLO,ZLO,2,C
2025-05,"SUNFLOWER CO.,LTD.",SFWF01,MINATO,TYO,KR,INC,INC,4,C
2025-05,"SUNFLOWER CO.,LTD.",SFWF01,MINATO,HKT,KR,INC,INC,2,C
2025-05,"SHINKO EXPRESS CO.,LTD",SHIJ50,MINATO,OSA,PH,MNL,MNL,1,C
2025-05,"SHIPPIO,INC.",SHIJ62,MINATO,SMN,PH,MIP,MIP,4,C
2025-05,SK.INC,SKGJ09,MINATO,ISI,MY,PKG,PKG,2,C
2025-05,"SMJ CO.,LTD.",SMJJ00,MINATO,SDJ,NCN,DLC,DLC,2,C
2025-05,SUN OCEAN - OSAKA,SOCJ02,MINATO,CHB,VN,SGN,SGN,8,C
2025-05,"SHINYEI SHIPPING CO.,LTD. TOKYO.",SSCJ51,MINATO,FKY,KR,PUS,PUS,1,C
2025-05,"SENWA MARITIME AGENCY,LTD.",SWMJ01,MINATO,MAI,NCN,LYG,LYG,2,C
2025-05,"TRANS CLOVER CO.,LTD.",TCCJ23,MINATO,MOJ,PK,KHI,KHI,1,C
2025-05,TRADIA CORPORATION,TCXJ25,MINATO,TKS,TH,BKK,BKK,1,C
2025-05,TPO INC,TIJJ01,MINATO,YOK,KR,PUS,PUS,2,C
2025-05,TSURUSAKI KAIRIKU,TKJJ01,MINATO,OIT,KR,INC,INC,2,C
2025-05,TSURUSAKI KAIRIKU,TKJJ01,MINATO,OIT,ID,JKT,JKT,5,C
2025-05,"THE KOUYOH TRADING CO.,LTD.",TKTJ04,MINATO,TAK,IN,NSA,NSA,1,C
2025-05,TM SOLUTION CORP,TMSJ12,MINATO,YOK,IN,MUN,PWL,9,C
2025-05,"TREQUARTISTA CO.,LTD.",TRQJ00,MINATO,MOJ,NCN,XGG,XGG,12,C
2025-05,TRANSPORT SERVICES & LOGISTICS JAPAN LTD. OSAKA,TSLJ14,MINATO,KIJ,NCN,NBO,NBO,3,C
2025-05,"TOHWA TRADING CO.,LTD",TTCJ71,MINATO,SMZ,KR,PUS,PUS,1,C
2025-05,"XIANGCHENGHAI INTERNATIONAL LOGISTICS CO.,LTD",XCIN01,MINATO,TYO,SCN,SHK,SHK,2,C
2025-05,YUPO CORPORATION,YKCJ17,MINATO,TYO,KR,PUS,PUS,1,C
2025-05,Y.S.C. EXPRESS CORP.,YSCJ44,MINATO,TMK,HK,HKG,HKG,1,C
2025-05,Y.S.C. EXPRESS CORP.,YSCJ44,MINATO,KNZ,NCN,NBO,NBO,2,C
2025-05,"YOKOHAMA SHOSEN UNYU CO.,LTD.",YSUJ01,MINATO,TYO,KR,PUS,PUS,1,C
2025-05,"YOKOUN CO.,LTD.",YUXJ08,MINATO,AXT,NCN,SHA,SHA,2,C
2025-05,YANAN CORPORATION.,YXXJ07,MINATO,HHE,NCN,TAO,TAO,4,C
2025-05,"ZEN TRANSPORT CO.,LTD.",ZTCJ02,MINATO,UKB,KR,INC,INC,1,C
2025-05,OCEAN LINKS LTD. (TOKYO),00OCEA,MUSATO,KNZ,NCN,TAO,TAO,10,C
2025-05,APEX INTL (大阪),APIJ05,MUSATO,OSA,IN,NSA,NSA,1,C
2025-05,ARURU CORPORATION,ARRJ04,MUSATO,AXT,NCN,NBO,NBO,6,C
2025-05,"BLUE EXPRESS, INC. (YOK)",BLUJ00,MUSATO,YKK,KR,PUS,PUS,1,C
2025-05,"CBC CO ,LTD TOKYO(東京)",CCLJ24,MUSATO,YOK,KR,PUS,PUS,2,C
2025-05,DHL GLOBAL FORWARDING JAPAN KK(NGO),DHLJ04,MUSATO,NGO,KR,PUS,PUS,2,C
2025-05,DOMILINKS,DOMJ00,MUSATO,UKB,PH,MIP,MIP,3,C
2025-05,"FUKUEI SOUKO CO.,LTD.(TRG)",FEIJ01,MUSATO,ONA,ID,JKT,JKT,4,C
2025-05,"GOTO KAISOTEN,LTD.",GKLJ02,MUSATO,TYO,IN,MAA,MAA,1,C
2025-05,"ITL CO.,LTD.",ICLJ51,MUSATO,TRG,KR,PUS,PUS,6,C
2025-05,ITOCHU CORPORATION TOKYO,ICXJ12,MUSATO,MOJ,KR,PUS,PUS,4,C
2025-05,"INTERNATIONAL EXPRESS CO.,LTD",IECJ00,MUSATO,OSA,KR,PUS,PUS,1,C
2025-05,"INTERNATIONAL EXPRESS CO.,LTD",IECJ00,MUSATO,IYM,KR,PUS,PUS,4,C
2025-05,"INTERNATIONAL EXPRESS CO., LTD.",IECJ01,MUSATO,TYO,KR,INC,INC,2,C
2025-05,IZUMI SHOKAI,ISXJ16,MUSATO,OSA,IN,NSA,HDB,2,C
2025-05,HANEDA KOSAN,J70708,MUSATO,CHB,IN,MAA,MAA,2,C
2025-05,K-LINE LOGISTICS,KLLJ05,MUSATO,TRG,KR,PUS,PUS,1,C
2025-05,K-LINE LOGISTICS,KLLJ05,MUSATO,YOK,KR,INC,INC,1,C
2025-05,"KYODO TRANSPORT CO.,LTD.",KUCO01,MUSATO,MIZ,IN,MAA,MAA,1,C
2025-05,"MARUZEN SHOWA UNYU CO., LTD.",MSUJ01,MUSATO,TYO,NCN,SHA,SHA,1,C
2025-05,"SGH GLOBAL JAPAN CO.,LTD.",SCBJ01,MUSATO,NGO,KR,INC,INC,2,C
2025-05,SUTTONS INTERNATIONAL (JAPAN) K.K.,SIKJ02,MUSATO,NGO,IN,NSA,NSA,13,C
2025-05,SUTTONS INTERNATIONAL (JAPAN) K.K.,SIKJ02,MUSATO,YAT,NCN,SHA,SHA,1,C
2025-05,SINOTRANS JAPAN,STJJ02,MUSATO,SBS,NCN,SHA,SHA,2,C
2025-05,SINOTRANS JAPAN,STJJ02,MUSATO,TYO,KR,PUS,PUS,1,C
2025-05,"TOKYO REPLUS CO.,LTD.",TRPJ00,MUSATO,YOK,MY,PEN,PEN,4,C
2025-05,"BOAT FLOW CO.,LTD.",BFCJ02,TAOKADA,HKT,HK,HKG,HKG,2,C
2025-05,"BOAT FLOW CO.,LTD.",BFCJ02,TAOKADA,MAI,HK,HKG,HKG,4,C
2025-05,BEN LINE AGENCIES (JAPAN) LTD.,BLAJ02,TAOKADA,MOJ,IN,NSA,NSA,1,C
2025-05,"BEAUTY SEA CO.,LTD.",BTSJ02,TAOKADA,OIT,VN,HPH,HPH,18,C
2025-05,DAISEN LOGITEM LLC,DAIJ80,TAOKADA,TOS,AE,SHJ,SHJ,2,C
2025-05,"DAIO KAIUN CO., LTD. (OSAKA)",DKOJ01,TAOKADA,IYM,HK,HKG,HKG,2,C
2025-05,"DAIO KAIUN CO., LTD. (OSAKA)",DKOJ01,TAOKADA,IYM,MY,PKG,PKG,2,C
2025-05,"HYOKI KAIUN KAISHA, LTD.",HKKJ03,TAOKADA,YKK,KR,PUS,PUS,5,C
2025-05,HANAI TRANSPORT,HTJJ03,TAOKADA,YOK,PH,MIP,MIP,1,C
2025-05,JAPAN CONTAINER LINE,JCLJ15,TAOKADA,ONA,MY,PKG,PKG,2,C
2025-05,JAPAN CONTAINER LINE,JCLJ15,TAOKADA,ONA,AE,JEA,JEA,2,C
2025-05,"KANTO INTERNATIONAL CO.,LTD",KANJ39,TAOKADA,TMK,NCN,SHA,SHA,7,C
2025-05,"KANTO INTERNATIONAL CO.,LTD",KANJ39,TAOKADA,TKY,MY,PEN,PEN,14,C
2025-05,KONOIKE SHIPPING(TOKYO),KISJ14,TAOKADA,SDJ,NCN,NBO,NBO,1,C
2025-05,KONOIKE SHIPPING(TOKYO),KISJ14,TAOKADA,YOK,PH,MNL,MNL,2,C
2025-05,KONOIKE SHIPPING(TOKYO),KISJ14,TAOKADA,OIT,IN,MUN,SAU,2,C
2025-05,KONOIKE SHIPPING(TOKYO),KISJ14,TAOKADA,TMK,TH,BKK,BKK,4,C
2025-05,LINKCHEM INC.,LNKJ02,TAOKADA,TAK,NCN,ZJG,ZJG,2,C
2025-05,"MULTITRANS, LTD.",MLXJ04,TAOKADA,YOK,PH,MNL,MNL,1,C
2025-05,NISSIN CORPORATION,NCLJ78,TAOKADA,TOS,IN,NSA,NSA,3,C
2025-05,NISSIN CORPORATION,NCLJ78,TAOKADA,MIZ,KR,PUS,PUS,9,C
2025-05,NISSIN CORPORATION,NCLJ78,TAOKADA,KNZ,PH,MNL,MNL,1,C
2025-05,NISSIN CORPORATION(KANAZAWA),NSCJ82,TAOKADA,KNZ,KR,PUS,PUS,1,C
2025-05,OKAYAMA TOCHI SOKO,OTCJ23,TAOKADA,MIZ,VN,HPH,HPH,2,C
2025-05,"PORTRICH,INC.",PTHJ01,TAOKADA,SEN,NCN,DLC,DLC,1,C
2025-05,SANKYU IN. NAGOYA BRANCH,SANJ47,TAOKADA,YKK,KR,PUS,PUS,2,C
2025-05,SANKYU INC. YOKKAICHI BRANCH,SAYJ00,TAOKADA,YKK,KR,PUS,PUS,2,C
2025-05,"SHOUTATSU CO.,LTD.",SHTJ10,TAOKADA,NGO,NCN,SHA,SHA,4,C
2025-05,SANKYU INC (OSAKA),SIKJ00,TAOKADA,HIJ,MX,ZLO,ZLO,1,C
2025-05,"SHINKAI CO.,LTD.",SKAJ04,TAOKADA,NGO,NCN,SHA,SHA,2,C
2025-05,"SHINKAI CO.,LTD.",SKAJ04,TAOKADA,YOK,NCN,SHA,SHA,4,C
2025-05,"SHINKAI CO.,LTD.",SKAJ04,TAOKADA,YOK,KR,PUS,PUS,4,C
2025-05,"TOYO LOGISTICS CO.,LTD.",TLCJ09,TAOKADA,TOS,TH,LCH,LCH,3,C
2025-05,TAISEI KAIUN,TSKJ18,TAOKADA,MYJ,TH,LCH,LCH,2,C
2025-05,TOYO TRANS INC.,TTIJ02,TAOKADA,HTA,NCN,SHA,SHA,2,C
2025-05,KYUSHU NISSIN CORPORAITON,KNCJ14,TTAKAYAMA,HKT,PH,MNL,MNL,3,C
2025-05,MITSUI & CO PLASTICS LTD.,MBPJ04,TTAKAYAMA,KIJ,ID,JKT,JKT,4,C
2025-05,MATSUKI UNYU,MUXJ00,TTAKAYAMA,YAT,KR,PUS,PUS,2,C
2025-05,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,OOCJ00,TTAKAYAMA,KNZ,KR,PUS,PUS,1,C
2025-05,SHIO COMPANY,SIOJ00,TTAKAYAMA,TMK,HK,HKG,HKG,1,C
2025-05,SHIO COMPANY,SIOJ00,TTAKAYAMA,TMK,PH,MNL,MNL,8,C
2025-05,SHIO COMPANY,SIOJ00,TTAKAYAMA,TMK,VN,SGN,SGN,10,C
2025-05,"TENKO CO.,LTD.",TENJ12,TTAKAYAMA,SDJ,PH,MIP,MIP,8,C
2025-05,"TENKO CO.,LTD.",TENJ12,TTAKAYAMA,TYO,PH,MIP,MIP,4,C
2025-05,"TENKO CO.,LTD.",TENJ12,TTAKAYAMA,OSA,PH,MIP,MIP,10,C
2025-05,"TENKO CO.,LTD.",TENJ12,TTAKAYAMA,TMK,PH,MIP,MIP,4,C
2025-05,"UNIT LOGISTICS JAPAN CO.,LTD.",UNTJ07,TTAKAYAMA,YOK,HK,HKG,HKG,26,C
2025-06,"HANO SYOTEN CO.,LTD.",HSTJ09,HIGUCHI,KMJ,KR,PUS,PUS,2,C
2025-06,KISWIRE CO.,KCXJ77,HIGUCHI,SDJ,KR,PUS,PUS,7,C
2025-06,"NIPPON EXPRESS CO.,LTD.MIZUSHIMA",MIZJ04,HIGUCHI,MIZ,ID,JKT,JKT,6,C
2025-06,"NIPPON EXPRESS CO.,LTD.MIZUSHIMA",MIZJ04,HIGUCHI,MIZ,IN,MAA,MAA,1,C
2025-06,NITTSU - NIIHAMA,NTTJ11,HIGUCHI,IYM,KR,PUS,PUS,2,C
2025-06,NITTSU - NIIHAMA,NTTJ11,HIGUCHI,IYM,NCN,YAN,YAN,4,C
2025-06,OCEAN LINKS LTD.,OLLJ01,HIGUCHI,SDJ,HK,HKG,HKG,1,C
2025-06,OCEAN LINKS LTD.,OLLJ01,HIGUCHI,TMK,HK,HKG,HKG,1,C
2025-06,"TOYOBO CO.,LTD.OSAKA,JAPAN",TCLJ33,HIGUCHI,TRG,NCN,SHA,SHA,2,C
2025-06,TAISHIN CORPORATION,TISH00,HIGUCHI,UKB,HK,HKG,HKG,8,C
2025-06,"AOI FOODS CO., LTD.",AOIJ00,JPLOCAL,TOS,VN,HPH,HPH,2,C
2025-06,AIRAM CORP,ARMJ00,JPLOCAL,KIJ,NCN,TCG,TCG,4,C
2025-06,ADVANCED MATERIAL JAPAN CORPORATION,AVMJ01,JPLOCAL,AXT,IN,NSA,NSA,1,C
2025-06,"BRIDGING ASIA CO.,LTD.",BRIJ05,JPLOCAL,HIJ,HK,HKG,HKG,2,C
2025-06,"CALFINE CO.,LTD.",CLFJ01,JPLOCAL,FKY,KR,INC,INC,4,C
2025-06,FUJI NIHON CORPORATION,FNSJ00,JPLOCAL,AXT,TH,BKK,BKK,1,C
2025-06,"GRAND GALLAERY CO.,LTD.",GERJ01,JPLOCAL,THS,KR,PUS,PUS,1,C
2025-06,GOOD TRADING INC.,GTIJ02,JPLOCAL,SBS,MY,PKW,PKW,2,C
2025-06,"HOKURIKU COLOR FOAM CO.,LTD.",HCFJ00,JPLOCAL,KNZ,TH,LCH,LCH,1,C
2025-06,"HAYASHI KASEI CO., LTD.",HKCJ02,JPLOCAL,FKY,KR,INC,INC,5,C
2025-06,"HAMOCO JAPAN CO.,LTD.",HMCJ23,JPLOCAL,THS,NCN,SHA,SHA,1,C
2025-06,"HAMASAKU CO.,LTD.",HMSJ03,JPLOCAL,THS,KR,PUS,PUS,1,C
2025-06,"INABATA & CO.,LTD.",ICLJ34,JPLOCAL,IMB,MY,PKW,PKW,1,C
2025-06,"ISEKI & CO.,LTD. (MYJ)",ISEJ23,JPLOCAL,MYJ,ID,SUB,SUB,1,C
2025-06,"ISEKI KUMAMOTO MFG.CO.,LTD.",ISKJ07,JPLOCAL,KMJ,ID,SUB,SUB,2,C
2025-06,"ITSUKI FOODS CO.,LTD",ITUJ01,JPLOCAL,KMJ,HK,HKG,HKG,2,C
2025-06,"ITSUKI FOODS CO.,LTD",ITUJ01,JPLOCAL,KMJ,TH,BKK,BKK,1,C
