YearMonth,Booking_Shipper,BKG_Shipper_Code,POL_Sales,POL,CTR,POD,DLY,TEU,等級
2025-03,"EISHOU FREIGHT SHIPPING CO.,LTD.",EISJ33,HIGUCHI,NGO,NCN,SHA,SHA,1,C
2025-03,"EISHOU FREIGHT SHIPPING CO.,LTD.",EISJ33,HIGUCHI,MOJ,NCN,TAO,TAO,10,C
2025-03,"HANKYU HANSHIN EXPRESS CO.,LTD.(OSAKA)",HHEJ02,HIGUCHI,OSA,KR,PUS,PUS,7,C
2025-03,"HANO SYOTEN CO.,LTD.",HSTJ09,HIGUCHI,KMJ,KR,PUS,PUS,1,C
2025-03,KISWIRE CO.,KCXJ77,HIGUCHI,SDJ,KR,PUS,PUS,4,C
2025-03,KSA INTERNATIONAL,KIXJ07,HIGUCHI,OSA,KR,PUS,PUS,4,C
2025-03,"NIPPON EXPRESS CO.,LTD.MIZUSHIMA",MIZJ04,HIGUCHI,MIZ,ID,JKT,JKT,5,C
2025-03,NITTSU - NIIHAMA,NTTJ11,HIGUCHI,IYM,KR,PUS,PUS,2,C
2025-03,OCEAN LINKS LTD.,OLLJ01,HIGUCHI,TMK,HK,HKG,HKG,7,C
2025-03,OCEAN LINKS LTD.,OLLJ01,HIGUCHI,KIJ,PK,KHI,KHI,1,C
2025-03,"TOYOBO CO.,LTD.OSAKA,JAPAN",TCLJ33,HIGUCHI,TRG,KR,PUS,PUS,6,C
2025-03,TAISHIN CORPORATION,TISH00,HIGUCHI,UKB,HK,HKG,HKG,6,C
2025-03,ALPHA INTERNATIONAL CORPORATION,AICJ20,JPLOCAL,NGS,PH,MIP,MIP,1,C
2025-03,"AINOURA CANNING CO.,LTD.",AINJ00,JPLOCAL,IMI,HK,HKG,HKG,1,C
2025-03,"AINOURA CANNING CO.,LTD.",AINJ00,JPLOCAL,IMI,SG,SIN,SIN,1,C
2025-03,AOKI SEKIZAI,AOKJ04,JPLOCAL,MYJ,SCN,XMN,XMN,4,C
2025-03,ADVANCED MATERIAL JAPAN CORPORATION,AVMJ01,JPLOCAL,AXT,IN,NSA,NSA,1,C
2025-03,"BAY TREK CO.,LTD.",BAYJ02,JPLOCAL,KNZ,KR,PUS,PUS,6,C
2025-03,"CALFINE CO.,LTD.",CLFJ01,JPLOCAL,FKY,KR,INC,INC,3,C
2025-03,DAICEL CORPORATION,DCCJ06,JPLOCAL,NAO,TH,LCH,LCH,1,C
2025-03,"EHIME FOREIGN ACCESS ZONE CO.,LTD",EHFA01,JPLOCAL,MYJ,SG,SIN,SIN,1,C
2025-03,"EASTERN SUN CO.,LTD.",ESSJ00,JPLOCAL,IMI,KR,PUS,PUS,4,C
2025-03,GOOD TRADING INC.,GTIJ02,JPLOCAL,SBS,VN,SGN,SGN,2,C
2025-03,GOOD TRADING INC.,GTIJ02,JPLOCAL,SBS,VN,HPH,HPH,2,C
2025-03,GOOD TRADING INC.,GTIJ02,JPLOCAL,SBS,MY,PKW,PKW,2,C
2025-03,"HOKURIKU COLOR FOAM CO.,LTD.",HCFJ00,JPLOCAL,KNZ,TH,LCH,LCH,1,C
2025-03,"HAYASHI KASEI CO., LTD.",HKCJ02,JPLOCAL,FKY,KR,INC,INC,2,C
2025-03,"HAMOCO JAPAN CO.,LTD.",HMCJ23,JPLOCAL,THS,NCN,SHA,SHA,1,C
2025-03,"INABATA & CO.,LTD.",ICLJ34,JPLOCAL,IMB,MY,PKW,PKW,1,C
2025-03,IWAKI ONAHAMA CONTAINER SERVICE,IOCS01,JPLOCAL,ONA,TH,BKK,BKK,1,C
2025-03,"ISEKI & CO.,LTD. (MYJ)",ISEJ23,JPLOCAL,MYJ,ID,SUB,SUB,1,C
2025-03,ITOCHU PLASTICS INC.,ITPJ03,JPLOCAL,MIZ,NCN,SHA,SHA,1,C
2025-03,"ITSUKI FOODS CO.,LTD",ITUJ01,JPLOCAL,KMJ,TH,BKK,BKK,1,C
2025-03,"ITSUKI FOODS CO.,LTD",ITUJ01,JPLOCAL,KMJ,HK,HKG,HKG,2,C
2025-03,"IYOSUI CO.,LTD.",IYOJ00,JPLOCAL,MYJ,VN,SGN,SGN,2,C
2025-03,"JMS CO., LTD.",JCLJ06,JPLOCAL,HIJ,NCN,DLC,DLC,1,C
2025-03,"JMS CO., LTD.",JCLJ06,JPLOCAL,HIJ,NCN,SHA,SHA,9,C
2025-03,JFE SHOJI (FKY),JFKJ02,JPLOCAL,FKY,NCN,NBO,NBO,2,C
2025-03,"JAPAN MATERIAL CO.,LTD.",JMTJ06,JPLOCAL,SKT,KR,PUS,PUS,3,C
2025-03,JAPAN PULP AND PAPER COMPANY TOYAMA,JPTJ04,JPLOCAL,TOS,KR,INC,INC,8,C
2025-03,"JAPAN MATERIAL CO.,LTD.",JSJ002,JPLOCAL,IMI,KR,PUS,PUS,1,C
2025-03,KURODA INDUSTRY CORPORATION,KICJ40,JPLOCAL,HSM,NCN,DLC,DLC,6,C
2025-03,KINAJAPAN,KINJ12,JPLOCAL,SMZ,KR,INC,INC,1,C
2025-03,KISHO CORPORATION,KISJ13,JPLOCAL,SMZ,NCN,SHA,SHA,12,C
2025-03,"KANAZAWA KOUN CO., LTD.",KNZJ01,JPLOCAL,KNZ,KR,PUS,PUS,1,C
2025-03,"KANAZAWA KOUN CO., LTD.",KNZJ01,JPLOCAL,KNZ,NCN,SHA,SHA,2,C
2025-03,"KOWA SHOJI CO., LTD.",KSXJ20,JPLOCAL,KNZ,TH,BKK,BKK,1,C
2025-03,"KYOWA KIKOH CO.,LTD..",KYKJ03,JPLOCAL,IMI,VN,SGN,SGN,2,C
2025-03,"LANWEI TRADING CO., LTD,",LNWJ00,JPLOCAL,MYJ,SCN,XMN,XMN,5,C
2025-03,MARUKIN FOOD,MARJ47,JPLOCAL,KMJ,KR,PUS,PUS,1,C
2025-03,MARUKIN FOOD,MARJ47,JPLOCAL,KMJ,KR,PUS,PUS,1,C
2025-03,"MARUI FARM CO.,LTD.",MYCJ00,JPLOCAL,KMJ,KR,INC,INC,3,C
2025-03,"NAKASHIMA PROPELLER CO.,LTD.",NAKJ00,JPLOCAL,MIZ,PH,MIP,MIP,1,C
2025-03,"NAKASHIMA PROPELLER CO.,LTD.",NAKJ00,JPLOCAL,MIZ,VN,HPH,HPH,2,C
2025-03,"NIPPON EXPRESS CO., LTD. OOTAKE BRANCH",NEOJ08,JPLOCAL,IWK,NCN,TCG,TCG,3,C
2025-03,"NIPPON EXPRESS CO., LTD. OOTAKE BRANCH",NEOJ08,JPLOCAL,IWK,NCN,SHA,SHA,2,C
2025-03,"NX NAGASAKI KOUN CO.,LTD",NKUJ06,JPLOCAL,NGS,PH,MIP,MIP,4,C
2025-03,"NEW MARKET CO.,LTD.",NMRJ02,JPLOCAL,AXT,SG,SIN,SIN,1,C
2025-03,"NISHIBAYASHI CO.,LTD.",NSBS00,JPLOCAL,SMZ,NCN,DLC,DLC,4,C
2025-03,"N TRADE CO.,LTD.",NTRJ06,JPLOCAL,MYJ,SCN,XMN,XMN,6,C
2025-03,"OCHIAI CUTLERY MFG CO., LTD.",OCMJ00,JPLOCAL,SMZ,KR,INC,INC,2,C
2025-03,"NIPPON EXPRESS CO.,LTD.OITA",OITNEC,JPLOCAL,OIT,KR,PUS,PUS,2,C
2025-03,REBORN JAPAN,RBNJ00,JPLOCAL,KNZ,KH,SIH,SIH,1,C
2025-03,RIMTEC CORPORATION,RCXJ13,JPLOCAL,MIZ,TH,LCH,LCH,1,C
2025-03,"RIHOU SHOJI CO.,LTD",RIHJ01,JPLOCAL,IMI,SCN,NNS,NNS,10,C
2025-03,SAMPO CORPORATION,SAMJ10,JPLOCAL,SMZ,NCN,DLC,DLC,2,C
2025-03,SHINTOA CORPORATION,SCXJ11,JPLOCAL,SMZ,KR,INC,INC,1,C
2025-03,SEISHINSHOUJI,SEIJ44,JPLOCAL,SMZ,NCN,SHA,SHA,14,C
2025-03,SEIKEN GRAPHICS INC,SEIK00,JPLOCAL,IMI,IN,MAA,MAA,2,C
2025-03,"SEKIEISYA CO.,LTD.",SEKJ05,JPLOCAL,MYJ,SCN,XMN,XMN,3,C
2025-03,"SEIWA FERTILIZER IND.CO.,LTD.",SFIJ12,JPLOCAL,MIZ,KR,PUS,PUS,1,C
2025-03,"SUGIYO CO., LTD.",SGYJ00,JPLOCAL,KNZ,HK,HKG,HKG,4,C
2025-03,NX SENDAI SHIOGAMA KOUN,SHIJ01,JPLOCAL,SDJ,MY,PKG,PKG,26,C
2025-03,"SUMITOMO HEAVY INDUSTRIES, LTD.",SHIJ05,JPLOCAL,NGO,KR,PUS,PUS,1,C
2025-03,"SUZUKA MOKUZAI CO., LTD",SKMJ15,JPLOCAL,YAT,NCN,SHA,SHA,58,C
2025-03,"SUZUKA MOKUZAI CO., LTD",SKMJ15,JPLOCAL,KMJ,NCN,SHA,SHA,24,C
2025-03,"SUZUYO & CO.,LTD",SXXJ03,JPLOCAL,HKT,KR,PUS,PUS,1,C
2025-03,"TAIKO CO.,LTD.",TAKJ01,JPLOCAL,THS,NCN,SHA,SHA,1,C
2025-03,TOGAMI ELECTRIC MFG CO.LTD.,TGGJ01,JPLOCAL,IMI,NCN,SHA,SHA,4,C
2025-03,TOMAKOMAI HOKUSO KOUN,THKJ03,JPLOCAL,TMK,IN,HZR,HZR,2,C
2025-03,"TAKAMATSU SHOUN CO., LTD.",TSCJ42,JPLOCAL,TAK,KR,PUS,PUS,2,C
2025-03,TAISEI SOKO,TSSJ14,JPLOCAL,OIT,VN,SGN,SGN,2,C
2025-03,"TOA TRADING CO.,LTD.",TTCJ62,JPLOCAL,IMI,VN,SGN,SGN,16,C
2025-03,"TOYOKO KAGAKU CO.,LTD.",TYKK00,JPLOCAL,SKT,KR,PUS,PUS,1,C
2025-03,UTEBI YUJI,UBYJ01,JPLOCAL,THS,KR,PUS,PUS,3,C
2025-03,"UNION TRADING CO.,LTD.",UNTJ08,JPLOCAL,THS,NCN,DLC,DLC,1,C
2025-03,"YAMASHITA KAISOUTEN CO.,LTD. SHIBUSHI BRANCH",YAKJ03,JPLOCAL,SBS,PH,MIP,MIP,4,C
2025-03,YAO CAST TECH CORP.,YCTJ02,JPLOCAL,KMJ,KR,PUS,PUS,2,C
2025-03,"ZENKOH CO.,LTD.",ZENJ07,JPLOCAL,IMI,KR,PUS,PUS,1,C
2025-03,"ACE LOGISTICS CO.,LTD.",ALCJ07,KANAUMI,UKB,KR,PUS,PUS,1,C
2025-03,"FUKUYAMA TRANSPORTING GLOBAL CO.,LTD.",FGSJ02,KANAUMI,TMK,KR,PUS,PUS,1,C
2025-03,"FUKUYAMA TRANSPORTING GLOBAL CO.,LTD.",FGSJ02,KANAUMI,TYO,KR,INC,INC,1,C
2025-03,FUJINAMI WAREHOUSE,FJNJ01,KANAUMI,OSA,ID,JKT,JKT,4,C
2025-03,"FAMOUS PACIFIC SHIPPING CO., LTD.",FPSJ01,KANAUMI,KNZ,ID,JKT,JKT,8,C
2025-03,GEBRUDER WEISS K.K.,GBDJ01,KANAUMI,NGO,KR,INC,INC,4,C
2025-03,ISHIHARA - BIOSCIENCE,IABJ01,KANAUMI,TMK,NCN,SHA,SHA,12,C
2025-03,"KATERA CO., LTD.",KCLJ76,KANAUMI,FKY,TH,LCH,LKB,1,C
2025-03,"KATERA CO., LTD.",KCLJ76,KANAUMI,UKB,TH,BKK,BKK,1,C
2025-03,"KYOEI TRANSPORT CO.,LTD.",KTCJ51,KANAUMI,UKB,KR,INC,INC,4,C
2025-03,"KYOEI TRANSPORT CO.,LTD.",KTCJ51,KANAUMI,MYJ,KR,PUS,PUS,8,C
2025-03,"KAWANISHI WAREHOUSE CO.,LTD.",KWCJ03,KANAUMI,KIJ,HK,HKG,HKG,1,C
2025-03,MEIKO TRANS CO. LTD(FORWARDER),MEIKO2,KANAUMI,NGO,KR,PUS,PUS,1,C
2025-03,"MORITA & CO.,LTD.",MICJ14,KANAUMI,OSA,PH,MNL,MNL,1,C
2025-03,"MANTATSU TRAVEL TRANSPORTATION CO.,LTD.(TYO)",MTTJ04,KANAUMI,SMZ,NCN,SHA,SHA,2,C
2025-03,"NITTO FUNKA TRADING CO.,LTD.",NFTJ01,KANAUMI,FKY,KR,INC,INC,2,C
2025-03,"NITTO FUNKA TRADING CO.,LTD.",NFTJ01,KANAUMI,FKY,MY,PKG,PKG,1,C
2025-03,"OEC FREIGHT JAPAN CO., LTD.",OFJJ01,KANAUMI,YAT,NCN,XGG,XGG,2,C
2025-03,SHINSHO CORPORATION,SSCJ92,KANAUMI,MIZ,NCN,TAO,TAO,2,C
2025-03,SHINSHO CORPORATION,SSCJ92,KANAUMI,MIZ,SG,SIN,SIN,1,C
2025-03,"TAIYO UNYU CO.,LTD. (OSA)",TAIJ18,KANAUMI,TOS,VN,HPH,HPH,2,C
2025-03,ZASPED INC.,ZPCJ01,KANAUMI,MIZ,IN,MAA,BLR,4,C
2025-03,"AGC CO.,LTD.",AGCJ12,KIMDB,YOK,KR,INC,INC,1,C
2025-03,ASAHI KASEI ADVANCE CORPORATION,AKAJ07,KIMDB,HSM,KR,PUS,PUS,14,C
2025-03,BASF JAPAN LTD.,BJLJ01,KIMDB,UKB,NCN,SHA,SHA,1,C
2025-03,BASF JAPAN LTD.,BJLJ01,KIMDB,NGO,NCN,SHA,SHA,2,C
2025-03,BASF JAPAN LTD.,BJLJ01,KIMDB,YOK,SCN,HUA,HUA,1,C
2025-03,BASF JAPAN LTD.,BJLJ01,KIMDB,YOK,NCN,SHA,SHA,21,C
2025-03,BASF JAPAN LTD.,BJLJ01,KIMDB,UKB,SCN,HUA,HUA,1,C
2025-03,CHIKKO CORP,CCXJ12,KIMDB,TYO,ID,SUB,SUB,1,C
2025-03,EXNET CORPORATION,ENCJ04,KIMDB,KIJ,NCN,TAO,TAO,4,C
2025-03,EXNET CORPORATION,ENCJ04,KIMDB,KIJ,NCN,TAO,TAO,4,C
2025-03,FRP SERVICES & COMPANY (TOKYO),FSCJ31,KIMDB,ONA,KR,PUS,PUS,4,C
2025-03,"HUBNET CO.,LTD.",HBNJ01,KIMDB,YKK,AE,JEA,JEA,1,C
2025-03,"HUBNET CO.,LTD.",HBNJ01,KIMDB,YOK,MY,PGU,PGU,1,C
2025-03,"JAPAN OVERSEAS TRANSPORT CO., LTD.",JOTJ02,KIMDB,YOK,PH,MIP,MIP,2,C
2025-03,"JY JAPAN CO.,LTD.",JYJJ00,KIMDB,TOS,KR,PUS,PUS,2,C
2025-03,"JY JAPAN CO.,LTD.",JYJJ00,KIMDB,UKB,KR,PUS,PUS,4,C
2025-03,"KAIKOH CO.,LTD",KCLJ65,KIMDB,TMK,NCN,TAO,TAO,1,C
2025-03,"KOHWA SANSHOW CO., LTD.",KOHJ08,KIMDB,HTA,KR,PNC,PNC,2,C
2025-03,"KOHWA SANSHOW CO., LTD.",KOHJ08,KIMDB,OSA,TH,LCH,LCH,2,C
2025-03,"KOHWA SANSHOW CO., LTD.",KOHJ08,KIMDB,OSA,KR,PUS,PUS,3,C
2025-03,"KOHWA SANSHOW CO., LTD.",KOHJ08,KIMDB,OSA,NCN,NBO,NBO,2,C
2025-03,NNR GLOBAL LOGISTICS (OSA),NNRJ05,KIMDB,TOS,ID,JKT,JKT,2,C
2025-03,"SANKYO RUBBER CO., LTD.",SRCJ02,KIMDB,TYO,KR,PUS,PUS,1,C
2025-03,"SANKYO RUBBER CO., LTD.",SRCJ02,KIMDB,TOS,IN,NSA,NSA,2,C
2025-03,"SCHENKER-SEINO CO.,LTD",SSCJ21,KIMDB,NGO,MY,PKG,PKG,1,C
2025-03,"SCHENKER-SEINO CO.,LTD",SSCJ21,KIMDB,HIJ,SG,SIN,SIN,2,C
2025-03,"TEIJIN FRONTIER CO., LTD.",TEIJ07,KIMDB,THS,TH,BKK,BKK,2,C
2025-03,"TEIJIN LOGISTICS CO., LTD.(TOKYO)",TJCJ21,KIMDB,MYJ,TH,BKK,BKK,2,C
2025-03,"TEIJIN LOGISTICS CO.,LTD.",TLCJ05,KIMDB,IWK,KR,INC,INC,2,C
2025-03,TOYOTA TSUSHO CORPORATION (OSA),TOYJ19,KIMDB,MIZ,KR,INC,INC,1,C
2025-03,TOYOTA TSUSHO CORPORATION (OSA),TOYJ19,KIMDB,NGO,KR,INC,INC,2,C
2025-03,TOYOTA TSUSHO CORPORATION (OSA),TOYJ19,KIMDB,HIJ,KR,INC,INC,1,C
2025-03,TAKAHASHI TRADING,TTCJ83,KIMDB,SDJ,TH,LCH,LKB,1,C
2025-03,TAKAHASHI TRADING,TTCJ83,KIMDB,KIJ,TH,LCH,LKB,1,C
2025-03,"HYOSHOKU CO.,LTD.",USSJ00,KIMDB,ISI,HK,HKG,HKG,1,C
2025-03,YAZAKI CORPORATION,YCXJ08,KIMDB,HIJ,ID,SUB,SUB,48,C
2025-03,"APOLLO LOGISTICS CO.,LTD.",APOJ01,MINATO,UKB,MY,PKG,PKG,2,C
2025-03,"AOYAMA TSUSHO CO.,LTD.",ATCJ50,MINATO,OSA,KR,PUS,PUS,1,C
2025-03,"ATOM LOGISTICS CO., LTD.",ATOJ00,MINATO,TRG,KR,PUS,PUS,2,C
2025-03,"ATLAS SHIPPING CO.,LTD.",ATSJ04,MINATO,SBS,MY,PKG,PKG,1,C
2025-03,BULKHAUL LIMITED,BJKJ01,MINATO,UKB,KR,PUS,PUS,2,C
2025-03,BULKHAUL LIMITED,BJKJ01,MINATO,SDJ,NCN,SHA,SHA,2,C
2025-03,BULKHAUL LIMITED,BJKJ01,MINATO,TYO,KR,PUS,PUS,4,C
2025-03,BULKHAUL LIMITED,BJKJ01,MINATO,MYJ,KR,PUS,PUS,1,C
2025-03,BNX SHIPPING INC,BNXJ00,MINATO,YOK,KR,PUS,PUS,1,C
2025-03,BNX SHIPPING INC,BNXJ00,MINATO,TYO,KR,PUS,PUS,2,C
2025-03,BNX SHIPPING INC,BNXJ00,MINATO,OSA,KR,INC,INC,4,C
2025-03,CN LOGISTICS (JAPAN) LIMITED,CNLJ02,MINATO,OSA,NCN,NBO,NBO,40,C
2025-03,CN LOGISTICS (JAPAN) LIMITED,CNLJ02,MINATO,SMZ,ID,JKT,JKT,2,C
2025-03,CHUGOKU SHIPPING,CSXJ01,MINATO,HIJ,TH,LCH,LCH,3,C
2025-03,"CHUO WAREHOUSE CO.,LTD.",CWCJ12,MINATO,KNZ,SCN,FOC,FOC,2,C
2025-03,"CXL JAPAN CO., LTD.",CXLJ01,MINATO,YOK,KR,INC,INC,1,C
2025-03,"DSV AIR & SEA CO.,LTD",DASJ00,MINATO,HKT,KR,PUS,PUS,4,C
2025-03,"DAIUN CO., LTD.",DCLJ07,MINATO,TYO,KR,PUS,PUS,2,C
2025-03,"JC SHIPPING CO.,LTD.",DJLJ23,MINATO,MOJ,KR,PUS,PUS,1,C
2025-03,"DSV AIR & SEA CO.,LTD TOKYO",DSVJ01,MINATO,TYO,KR,PUS,PUS,5,C
2025-03,"DSV AIR & SEA CO.,LTD TOKYO",DSVJ01,MINATO,YOK,KR,PUS,PUS,4,C
2025-03,DAIDO TRANS-PLANET CORPROATION,DTCJ23,MINATO,TYO,KR,PUS,PUS,1,C
2025-03,E-GET LOGISTICS,EGEJ01,MINATO,YOK,TH,LCH,LCH,1,C
2025-03,"FUTABA CHEMICAL CO., LTD.",FCCJ03,MINATO,KIJ,KR,PUS,PUS,1,C
2025-03,FUJI TRANS CORPORATION,FTXJ01,MINATO,NGO,KR,INC,INC,2,C
2025-03,GLOBAL ASSIST,GBAJ01,MINATO,OSA,KR,INC,INC,1,C
2025-03,GEODIS JAPAN CO LTD,GDJJ01,MINATO,HKT,KR,PNC,PNC,1,C
2025-03,GLOBAL LOGISTICS CORPORATION,GLCJ00,MINATO,MIZ,KR,PUS,PUS,4,C
2025-03,G.T.P. INC.,GTPJ01,MINATO,TOS,SG,SIN,SIN,2,C
2025-03,"HIGASHI NIHON KOUN CO.,LTD.",HNKJ01,MINATO,KIJ,NCN,DLC,DLC,2,C
2025-03,H&P LOGIS JAPAN INC.,HPLJ00,MINATO,HKT,KR,INC,INC,7,C
2025-03,HELLMANN WORLDWIDE LOGISTICS INC.,HWLJ00,MINATO,YOK,PH,MIP,MIP,3,C
2025-03,INTERFRACHT AIR-SEA-LAND SERVICE GMBH,IFRJ00,MINATO,YOK,SCN,LIH,LIH,2,C
2025-03,"IDEMITSU KOSAN CO.,LTD.(POL : TKY)",IKSJ06,MINATO,TKY,NCN,SHA,SHA,1,C
2025-03,"JAPAN EXPRESS CO., LTD.",JECJ02,MINATO,MIZ,KR,PUS,PUS,4,C
2025-03,"JAMES TRANS CO., LTD.",JTCL00,MINATO,TYO,KR,INC,INC,1,C
2025-03,"JAMES TRANS CO., LTD.",JTCL00,MINATO,TRG,KR,PUS,PUS,1,C
2025-03,"JAMES TRANS CO., LTD.",JTCL00,MINATO,TKY,KR,PUS,PUS,2,C
2025-03,"JAMES TRANS CO., LTD.",JTCL00,MINATO,MYJ,KR,PUS,PUS,1,C
2025-03,"KAWANOE KOUWAN UNSOU CO.,LTD.",KAWJ01,MINATO,MIZ,KR,INC,INC,2,C
2025-03,"KANTO LOGISTICS CO., LTD.",KNLJ69,MINATO,HKT,KR,PUS,PUS,2,C
2025-03,"KANTO LOGISTICS CO., LTD.",KNLJ69,MINATO,MOJ,KR,PUS,PUS,1,C
2025-03,"KANTO LOGISTICS CO., LTD.",KNLJ69,MINATO,UKB,KR,INC,INC,2,C
2025-03,"KANTO LOGISTICS CO., LTD.",KNLJ69,MINATO,MOJ,KR,PNC,PNC,2,C
2025-03,KYOEI TRANSPORT(TOKYO),KTCJ16,MINATO,OSA,KR,PUS,PUS,2,C
2025-03,KYOEI TRANSPORT(TOKYO),KTCJ16,MINATO,YOK,HK,HKG,HKG,2,C
2025-03,KYOEI TRANSPORT(TOKYO),KTCJ16,MINATO,YOK,KR,PUS,PUS,2,C
2025-03,"KY LOGISTICS, INC.",KYLJ00,MINATO,YOK,VN,HPH,HPH,1,C
2025-03,LINK EXPRESS CORPORATION,LECJ02,MINATO,KIJ,VN,SGN,TNT,1,C
2025-03,"MARUYASU & CO., LTD.",MCLJ11,MINATO,FKY,KR,INC,INC,1,C
2025-03,MARUICHI KAIUN (TOKYO OFFICE),MICJ20,MINATO,MOJ,TH,LCH,LKB,1,C
2025-03,MARUICHI KAIUN (TOKYO OFFICE),MICJ20,MINATO,MOJ,ID,JKT,JKT,1,C
2025-03,"MIKAWA.,LTD",MIKJ09,MINATO,SEN,NCN,TAO,TAO,1,C
2025-03,MOL LOGISTICS (JAPAN) OSAKA,MJCJ10,MINATO,TRG,KR,PUS,PUS,3,C
2025-03,MOL LOGISTICS CO LTD,MLCJ55,MINATO,YOK,KR,INC,INC,1,C
2025-03,"MULTITRANS, LTD.(TOKYO",MLXJ06,MINATO,YOK,KR,PUS,PUS,1,C
2025-03,"MITSUI SOKO EXPRESS CO.,LTD.",MSEP01,MINATO,TYO,KR,PUS,PUS,1,C
2025-03,"MITSUI SOKO EXPRESS CO.,LTD.",MSEP01,MINATO,TRG,KR,PUS,PUS,1,C
2025-03,NCS LINE JAPAN,NCSJ05,MINATO,SDJ,KR,INC,INC,4,C
2025-03,NAIGAI FORWARDING (TOKYO),NGFJ04,MINATO,UKB,KR,INC,INC,1,C
2025-03,"NOHHI LOGISTICS CO.,LTD.",NHIJ00,MINATO,NGO,KR,PUS,PUS,2,C
2025-03,"NIPPON PROGISTIC CO.,LTD.",NPCJ23,MINATO,ISI,AE,JEA,JEA,2,C
2025-03,NIIGATA UNYU,NUXJ09,MINATO,KIJ,KR,PUS,PUS,1,C
2025-03,OKAMOTO BUTSURYU,OKBJ02,MINATO,SKT,KR,PUS,PUS,2,C
2025-03,P.D.JAPAN LTD.,PDJJ01,MINATO,OIT,SG,SIN,SIN,1,C
2025-03,"R AND F CO.,LTD.",RAFJ01,MINATO,MOJ,KR,PUS,PUS,18,C
2025-03,"R AND F CO.,LTD.",RAFJ01,MINATO,MOJ,KR,INC,INC,4,C
2025-03,"RUNI FUKUI LOGISTICS CO.,LTD",RUNJ00,MINATO,TRG,MY,PKW,PKW,4,C
2025-03,SUN OCEAN - OSAKA,SOCJ02,MINATO,CHB,VN,SGN,SGN,6,C
2025-03,"SOJ CO.,LTD.",SOJJ04,MINATO,TYO,PH,MIP,MIP,1,C
2025-03,"SHINYEI SHIPPING CO.,LTD. TOKYO.",SSCJ51,MINATO,FKY,KR,PUS,PUS,1,C
2025-03,SSI INC.,SSI094,MINATO,OSA,KR,PUS,PUS,2,C
2025-03,SANEI TRADING CORPORATION,STXJ15,MINATO,UKB,PH,MIP,MIP,2,C
2025-03,SUZUE CORPORATION (OSA),SUZJ08,MINATO,CHB,TH,BKK,BKK,1,C
2025-03,"SENWA MARITIME AGENCY,LTD.",SWMJ01,MINATO,TYO,TH,LCH,LKB,3,C
2025-03,"TRANS CLOVER CO.,LTD.",TCCJ23,MINATO,MOJ,PK,KHI,KHI,2,C
2025-03,TRADIA CORPORATION,TCXJ25,MINATO,UKB,IN,NSA,MML,1,C
2025-03,TRADIA CORPORATION,TCXJ25,MINATO,TKS,TH,BKK,BKK,1,C
2025-03,THREE-S CORPORATION,THSJ01,MINATO,TRG,NCN,SHA,SHA,2,C
2025-03,TPO INC,TIJJ01,MINATO,TYO,KR,PUS,PUS,2,C
2025-03,"THE KOUYOH TRADING CO.,LTD.",TKTJ04,MINATO,TAK,IN,NSA,NSA,2,C
2025-03,SBS TOSHIBA LOGISTICS CORPORATION,TLCJ13,MINATO,SMN,IN,NSA,HDB,16,C
2025-03,TRUTH LOGISTICS CORPORATION,TLCJ18,MINATO,HIJ,PH,MIP,MIP,1,C
2025-03,TM SOLUTION CORP,TMSJ12,MINATO,YOK,IN,MUN,PWL,4,C
2025-03,TRANSPORT SERVICES & LOGISTICS JAPAN LTD. OSAKA,TSLJ14,MINATO,KIJ,SCN,SHK,SHK,1,C
2025-03,"TAIYO UNYU CO.,LTD.",TYUJ02,MINATO,TKS,KR,PUS,PUS,2,C
2025-03,"TAIYO UNYU CO.,LTD.",TYUJ02,MINATO,TYO,KR,PUS,PUS,2,C
2025-03,"TAIYO UNYU CO.,LTD.",TYUJ02,MINATO,THS,KR,PUS,PUS,2,C
2025-03,YUPO CORPORATION,YKCJ17,MINATO,TYO,KR,PUS,PUS,1,C
2025-03,YOU WIN CORPORATION,YOWJ01,MINATO,HKT,AE,JEA,JEA,1,C
2025-03,"YOKOHAMA SHOSEN UNYU CO.,LTD.",YSUJ01,MINATO,TYO,KR,PUS,PUS,1,C
2025-03,ARURU CORPORATION,ARRJ04,MUSATO,AXT,NCN,NBO,NBO,8,C
2025-03,APEX INTERNATIONAL INC,AXIJ03,MUSATO,SBS,NCN,TAO,TAO,2,C
2025-03,"BLUE EXPRESS, INC. (YOK)",BLUJ00,MUSATO,YKK,KR,PUS,PUS,1,C
2025-03,DOMILINKS,DOMJ00,MUSATO,UKB,PH,MIP,MIP,2,C
2025-03,"FUKUEI SOUKO CO.,LTD.(TRG)",FEIJ01,MUSATO,ONA,ID,JKT,JKT,4,C
2025-03,"FRONTIER UNITED CO.,LTD.",FUCJ05,MUSATO,YOK,SCN,NNS,NNS,2,C
2025-03,"GOTO KAISOTEN, LTD.　(OSA/UKB)",GOTJ03,MUSATO,TYO,KR,INC,INC,4,C
2025-03,"ITL CO.,LTD.",ICLJ51,MUSATO,TRG,KR,PUS,PUS,12,C
2025-03,"INTERNATIONAL EXPRESS CO.,LTD",IECJ00,MUSATO,OSA,KR,PUS,PUS,1,C
2025-03,"INTERNATIONAL EXPRESS CO., LTD.",IECJ01,MUSATO,KIJ,HK,HKG,HKG,1,C
